id_estudiante,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
3392,Otro,Un solo padre,2,Medio,Primaria,1,24.7,1,2.03,3.0,3,3,3,1,Buena,6.4,0,0,0
2150,Masculino,Ambos padres,3,Bajo,Primaria,0,,0,8.04,3.0,3,2,1,0,Regular,5.3,0,0,0
3888,Masculino,Ambos padres,3,Bajo,Secundaria,0,,1,0.73,4.0,5,2,2,1,Conflictiva,4.3,0,0,1
3342,Femenino,Un solo padre,1,Alto,Primaria,0,,1,2.03,5.0,3,4,5,0,Buena,7.1,0,0,0
3426,Masculino,Un solo padre,1,Medio,Superior,0,,0,2.02,3.0,1,3,3,0,Regular,7.8,0,0,0
1704,Femenino,Otros familiares,2,Bajo,Superior,0,,1,3.34,2.0,3,2,3,0,Conflictiva,7.1,0,0,0
2639,Femenino,Ambos padres,1,Medio,Secundaria,0,,0,0.9,4.0,4,4,2,0,Buena,6.6,0,0,0
1792,Masculino,Un solo padre,3,Medio-bajo,Secundaria,0,,0,1.12,4.0,2,4,2,0,Conflictiva,6.5,1,0,0
1355,Masculino,Ambos padres,3,Bajo,Secundaria,0,,1,0.31,4.0,3,3,3,0,Regular,6.1,0,0,0
1203,Femenino,Ambos padres,0,Medio-bajo,Sin estudios,0,,1,2.72,4.0,3,3,3,1,Buena,4.8,0,1,0
3593,Femenino,Un solo padre,3,Medio-bajo,Primaria,0,,1,7.4,2.0,3,3,4,1,Regular,6.4,0,1,0
1267,Femenino,Ambos padres,1,,Superior,0,,0,4.27,5.0,2,5,3,0,Buena,7.7,0,1,0
2893,Femenino,Ambos padres,1,Medio,Primaria,0,,1,0.94,3.0,3,3,3,0,Regular,5.5,0,0,0
1358,Masculino,Ambos padres,2,Medio,Primaria,0,,0,1.37,4.0,4,4,3,0,Regular,5.4,0,1,1
2728,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,1.03,2.0,5,3,3,0,Regular,7.9,0,0,1
3266,Masculino,Un solo padre,1,Medio,Secundaria,1,17.9,1,0.1,,1,4,5,0,Regular,7.7,0,1,0
1634,Masculino,Ambos padres,3,Medio-bajo,Sin estudios,0,,1,2.9,4.0,2,4,3,0,Regular,4.6,0,0,0
1700,Femenino,Un solo padre,1,Medio,Superior,0,,1,4.1,3.0,3,2,3,0,Buena,7.2,0,0,0
2492,Masculino,Ambos padres,1,Medio-bajo,Superior,1,23.4,0,3.97,2.0,4,1,3,1,Conflictiva,6.1,0,1,0
3024,Masculino,Otros familiares,1,Alto,Secundaria,1,17.1,1,0.1,5.0,4,2,4,0,Buena,7.8,0,1,1
3463,Femenino,Tutor,1,Medio,Primaria,0,,1,0.32,2.0,1,2,4,1,Buena,8.6,0,1,0
2888,Femenino,Un solo padre,4,,Primaria,1,15.9,1,5.24,2.0,3,3,5,0,,9.2,0,1,0
3910,Femenino,Tutor,1,Medio-bajo,Secundaria,0,,1,13.46,5.0,3,3,4,1,Conflictiva,7.4,0,0,0
2315,Femenino,Ambos padres,1,Alto,Secundaria,0,,1,0.65,4.0,2,4,2,0,Buena,6.6,0,0,1
1725,Masculino,Un solo padre,2,Medio-bajo,,0,,1,0.19,2.0,4,3,3,0,Buena,6.9,0,1,0
1715,Masculino,Otros familiares,2,Medio-bajo,Primaria,1,23.0,1,1.69,3.0,3,4,4,0,Buena,4.9,0,1,0
3718,Femenino,Un solo padre,3,Bajo,Superior,0,,1,4.3,2.0,3,1,4,0,Conflictiva,5.5,0,1,0
2694,Masculino,Ambos padres,2,Medio-bajo,Superior,1,28.6,1,4.36,3.0,4,3,3,0,Buena,6.1,0,0,0
3173,Masculino,Un solo padre,1,Medio,Secundaria,0,,1,0.2,3.0,2,5,2,0,Regular,4.8,0,1,0
3882,Masculino,Otros familiares,2,Medio-bajo,Primaria,0,,1,0.25,4.0,5,2,3,1,Regular,7.4,0,1,1
3836,Masculino,Ambos padres,0,Medio-bajo,Sin estudios,0,,1,0.66,3.0,3,3,3,1,Regular,5.4,0,0,0
2502,Femenino,Ambos padres,1,Medio-bajo,Primaria,0,,1,0.19,2.0,3,1,1,1,Regular,7.0,1,0,0
3578,Masculino,Un solo padre,1,Bajo,Secundaria,0,,1,2.33,2.0,5,1,2,0,Regular,6.3,0,0,1
3708,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,0.17,3.0,1,3,2,0,Regular,8.1,0,0,0
2930,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,0.13,3.0,1,3,4,0,Regular,5.6,0,1,0
3242,Femenino,Otros familiares,1,Medio,Primaria,1,19.8,1,0.1,4.0,2,3,3,0,Regular,7.8,0,1,0
1559,Femenino,Ambos padres,1,Medio,Primaria,0,,1,8.56,5.0,4,4,4,0,Regular,7.9,0,0,1
3147,Femenino,Ambos padres,2,Medio,Superior,0,,1,0.34,5.0,2,3,4,0,Buena,6.5,0,1,0
1563,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,7.27,2.0,4,1,1,0,Conflictiva,5.7,0,0,0
3246,Masculino,Un solo padre,0,Medio,Secundaria,0,,1,0.86,4.0,2,5,4,0,Buena,9.1,0,1,0
1732,Femenino,Otros familiares,1,Medio,Sin estudios,0,,1,1.27,3.0,4,3,4,0,Regular,6.3,0,0,0
3365,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,0,0.63,4.0,2,2,5,0,Regular,5.7,0,1,0
1470,Masculino,Ambos padres,1,Medio-bajo,Sin estudios,1,13.8,1,0.59,4.0,2,3,3,0,Regular,6.2,0,1,0
3566,Masculino,Ambos padres,0,Medio-bajo,Secundaria,1,20.8,1,2.45,5.0,3,3,4,0,Buena,6.2,0,0,1
2434,Masculino,Ambos padres,2,Medio,Sin estudios,0,,1,6.7,3.0,2,3,2,0,Buena,7.5,0,0,0
2123,Masculino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,,3.0,3,3,1,1,Conflictiva,4.0,0,0,0
3891,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,5.34,4.0,1,3,4,0,Buena,8.8,0,1,0
1100,Masculino,Un solo padre,7,,Primaria,1,22.6,1,1.36,3.0,3,4,2,1,Regular,7.0,0,0,0
2279,Femenino,Un solo padre,0,Medio-bajo,Secundaria,1,22.7,0,2.48,2.0,4,3,3,0,Regular,6.1,1,0,0
1266,Femenino,Ambos padres,3,Medio,Sin estudios,1,23.1,1,3.75,3.0,3,3,2,1,Regular,7.2,0,0,0
3744,Masculino,Ambos padres,1,Medio-bajo,Primaria,0,,1,3.71,2.0,3,4,4,0,Buena,8.2,0,0,0
3702,Otro,Un solo padre,2,Medio,Secundaria,1,16.7,1,1.6,2.0,4,2,4,1,Buena,8.4,1,0,0
3356,Femenino,Otros familiares,2,Bajo,Secundaria,0,,1,3.24,2.0,3,1,4,1,Regular,5.9,0,1,0
1787,Femenino,Un solo padre,4,Bajo,Secundaria,0,,0,4.01,3.0,4,3,3,0,Conflictiva,4.9,0,0,0
1598,Masculino,Otros familiares,2,Bajo,Sin estudios,0,,0,0.41,3.0,5,2,3,1,Conflictiva,6.8,0,0,0
3165,Femenino,Un solo padre,2,Medio-bajo,Superior,1,19.4,0,5.09,3.0,3,1,2,1,Conflictiva,6.3,0,0,1
2657,Masculino,Ambos padres,2,Alto,Secundaria,0,,1,0.1,4.0,2,4,5,0,Buena,9.5,0,1,0
2259,Masculino,Un solo padre,5,Bajo,Secundaria,0,,1,4.82,2.0,5,4,4,0,Conflictiva,6.3,0,0,0
1680,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,1.07,3.0,3,4,3,1,Buena,7.4,0,0,0
1385,Masculino,Otros familiares,0,Medio,Secundaria,0,,1,1.14,4.0,1,2,2,0,Buena,8.4,0,1,0
2274,Masculino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,7.29,4.0,2,3,3,0,Buena,7.8,0,1,0
3844,Femenino,Otros familiares,4,Alto,Secundaria,0,,1,1.7,3.0,1,5,4,1,Buena,8.5,0,1,1
2985,Masculino,Un solo padre,4,Medio,Secundaria,0,,1,5.62,3.0,3,3,2,0,Regular,7.2,0,1,1
3338,Femenino,Ambos padres,2,Medio-bajo,Superior,1,12.4,0,1.85,2.0,1,5,4,0,Regular,6.4,0,0,0
1146,Femenino,Ambos padres,1,Alto,Primaria,1,19.2,1,3.24,3.0,2,4,4,0,Buena,8.9,0,1,0
3022,Otro,Ambos padres,1,Medio,Secundaria,0,,1,1.03,,3,3,3,0,Buena,7.4,0,0,0
1528,Masculino,Ambos padres,0,Bajo,Secundaria,0,,0,4.99,2.0,5,1,3,1,Conflictiva,6.7,0,0,1
1324,Masculino,Ambos padres,5,Medio-bajo,Primaria,0,,1,4.93,3.0,4,4,2,0,Buena,6.3,0,1,0
1994,Otro,Un solo padre,2,Medio-bajo,Superior,0,,0,3.63,3.0,2,3,2,0,Conflictiva,6.6,0,1,1
2204,Femenino,Un solo padre,1,Medio-bajo,Secundaria,0,,1,0.36,3.0,3,3,1,0,Regular,6.6,1,0,0
2182,Femenino,Un solo padre,1,Medio,Superior,0,,1,1.42,5.0,4,3,2,1,Buena,7.8,0,0,1
1473,Femenino,Un solo padre,1,Medio,Secundaria,0,,1,6.34,4.0,3,4,4,0,Buena,8.8,0,1,0
3896,Masculino,Otros familiares,1,Alto,Superior,1,17.9,1,0.54,4.0,2,4,3,0,Buena,7.5,0,1,0
2956,Femenino,Un solo padre,1,Bajo,,0,,0,4.4,4.0,4,2,1,1,Conflictiva,6.6,0,0,0
2143,Masculino,Ambos padres,1,Bajo,Secundaria,0,,1,1.5,3.0,2,1,2,0,Conflictiva,6.4,0,0,1
1571,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,3.55,3.0,2,4,5,0,Buena,7.5,0,0,0
2499,Femenino,Un solo padre,1,Medio,Superior,0,,1,6.16,5.0,3,5,5,0,Buena,7.6,0,1,0
1943,Masculino,Ambos padres,4,Alto,,0,,1,4.5,3.0,1,5,4,0,Buena,8.9,0,0,0
3871,Masculino,Un solo padre,1,Bajo,Superior,1,21.3,0,1.23,2.0,3,2,3,1,Regular,6.6,0,0,0
3378,Masculino,Un solo padre,1,Medio-bajo,Secundaria,1,22.4,0,0.79,4.0,3,3,3,1,Regular,6.1,0,1,0
2316,Masculino,Un solo padre,1,Medio,Secundaria,0,,0,3.26,4.0,2,3,2,0,Regular,4.8,1,0,0
3903,Masculino,Ambos padres,3,Alto,Secundaria,0,,0,4.1,5.0,2,5,4,0,,6.8,0,1,0
3100,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,1.3,3.0,2,4,2,0,Regular,8.2,0,1,0
3161,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,1.71,4.0,3,4,2,1,Buena,6.2,1,0,0
2072,Femenino,Un solo padre,2,Bajo,Superior,1,24.4,1,2.85,5.0,4,2,3,0,Conflictiva,4.9,0,1,0
3697,Femenino,Ambos padres,2,Bajo,Primaria,1,20.5,0,0.74,3.0,5,3,2,0,Regular,7.4,1,0,1
1250,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,0,1.78,3.0,4,2,4,0,Regular,6.7,0,0,0
3015,Femenino,Ambos padres,2,Bajo,Superior,0,,0,2.11,3.0,5,1,2,0,Regular,2.0,0,1,1
2620,Femenino,Un solo padre,1,Alto,Primaria,0,,1,0.55,4.0,2,2,3,0,Buena,8.2,0,1,0
3536,Femenino,Ambos padres,2,Bajo,Primaria,0,,0,0.67,3.0,3,3,2,1,Conflictiva,6.2,0,0,1
3368,Masculino,Tutor,0,Medio-bajo,Primaria,0,,1,,3.0,3,3,3,0,Regular,5.8,0,1,0
2689,Femenino,Un solo padre,2,Medio,Primaria,0,,1,4.01,4.0,3,2,2,0,Buena,5.9,0,1,0
3510,Masculino,Un solo padre,1,Bajo,Secundaria,1,26.4,1,2.18,3.0,5,3,2,0,Regular,8.1,0,0,1
2852,Femenino,Un solo padre,0,Bajo,Secundaria,0,,0,0.79,1.0,3,1,2,0,Regular,8.1,0,1,0
2643,Otro,Ambos padres,1,Bajo,Superior,0,,0,4.43,3.0,2,3,3,0,Conflictiva,6.7,0,0,0
1953,Femenino,Ambos padres,2,Medio,Secundaria,1,11.2,1,0.57,3.0,2,4,5,1,Buena,5.9,0,0,0
1487,Femenino,Un solo padre,2,Bajo,Superior,1,22.8,0,0.23,3.0,4,1,3,0,Conflictiva,4.2,0,1,0
1458,Femenino,Otros familiares,1,Medio,Secundaria,0,,1,0.75,3.0,4,3,5,0,Regular,5.5,0,1,0
2294,Masculino,Un solo padre,1,Medio,Secundaria,0,,0,0.94,4.0,2,3,4,0,Buena,8.3,0,0,0
3273,Masculino,Ambos padres,0,Medio,,0,,1,3.25,4.0,3,3,1,1,Buena,8.7,1,0,1
3124,Femenino,Un solo padre,2,Medio,Secundaria,0,,0,1.34,5.0,2,4,3,0,Regular,6.1,0,1,0
1389,Femenino,Ambos padres,1,Alto,Superior,0,,1,0.1,5.0,3,4,4,1,Buena,7.8,0,0,1
2848,Masculino,Ambos padres,1,Medio,Superior,1,22.5,0,3.45,3.0,4,2,5,0,Regular,6.8,0,1,0
2832,Femenino,Ambos padres,2,Bajo,Secundaria,0,,1,10.83,1.0,4,1,2,1,Conflictiva,5.0,0,0,0
2455,Masculino,Ambos padres,1,Medio,Superior,0,,0,0.82,4.0,3,4,5,0,Regular,5.9,0,1,0
2779,Masculino,Otros familiares,3,Alto,Secundaria,0,,1,6.38,3.0,2,3,4,0,Regular,9.3,0,1,0
2909,Masculino,Un solo padre,1,Bajo,Secundaria,0,,0,0.26,1.0,2,3,3,1,Conflictiva,7.4,1,0,1
2059,Femenino,Ambos padres,1,Medio-bajo,Superior,0,,1,,2.0,3,4,4,0,Buena,6.6,0,1,0
1277,Masculino,Ambos padres,0,Alto,Secundaria,0,,1,0.51,4.0,3,5,2,0,Buena,8.0,0,0,0
3983,Femenino,Ambos padres,0,Medio,Sin estudios,0,,1,3.06,2.0,3,3,4,0,Regular,6.8,1,1,0
3381,Femenino,Ambos padres,3,Bajo,Superior,0,,1,4.11,2.0,5,2,2,1,Conflictiva,7.8,0,1,0
2119,Femenino,Ambos padres,1,Medio,Superior,0,,0,0.95,4.0,4,4,3,1,Buena,4.9,0,0,0
3723,Masculino,Otros familiares,6,Medio,Superior,0,,0,1.04,3.0,3,3,5,0,Regular,5.4,0,1,0
2395,Femenino,Ambos padres,0,Bajo,Superior,1,26.1,0,0.35,2.0,3,2,4,1,Regular,7.6,0,1,0
2905,Femenino,Ambos padres,3,Medio-bajo,Primaria,1,13.9,1,1.52,5.0,4,5,2,1,Buena,6.2,0,0,1
3336,Masculino,Ambos padres,1,Bajo,Superior,1,21.0,0,0.53,4.0,4,4,3,1,Regular,7.2,0,0,0
3108,Femenino,Un solo padre,1,Medio-bajo,Primaria,0,,1,2.75,3.0,5,1,2,1,Conflictiva,5.9,0,0,0
3776,Femenino,Ambos padres,2,Medio,Secundaria,1,19.5,0,8.18,2.0,3,3,3,0,Buena,7.5,0,1,1
1051,Femenino,Un solo padre,1,Medio,Superior,0,,0,0.3,,3,4,3,0,Regular,7.3,0,0,0
1580,Masculino,Un solo padre,0,Medio,Superior,0,,0,0.3,3.0,2,5,4,0,Buena,5.1,0,1,1
1217,Femenino,Ambos padres,6,Medio,Secundaria,0,,1,2.18,3.0,4,2,4,0,Buena,9.4,0,0,0
3619,Masculino,Ambos padres,1,Bajo,Primaria,0,,0,0.59,3.0,4,3,4,1,Conflictiva,7.1,0,0,0
3672,Femenino,Un solo padre,4,Medio,Superior,0,,0,4.18,3.0,2,4,3,0,Regular,7.7,0,1,0
1997,Femenino,Ambos padres,2,Medio-bajo,Sin estudios,0,,1,3.24,2.0,2,4,3,0,Conflictiva,5.6,0,1,0
3399,Femenino,Un solo padre,3,Medio,Primaria,0,,1,3.34,3.0,3,5,3,0,Buena,8.2,0,1,0
3059,Otro,Ambos padres,2,Alto,Superior,0,,1,5.69,4.0,3,2,4,0,Regular,8.1,0,0,0
2777,Masculino,Tutor,2,Bajo,Secundaria,0,,1,9.71,4.0,4,2,3,1,Regular,6.7,0,1,0
2205,Masculino,Ambos padres,2,Medio,Sin estudios,0,,0,2.01,3.0,2,3,2,0,,7.7,0,1,0
3382,Masculino,Ambos padres,3,Medio,Superior,0,,1,0.9,5.0,3,3,4,0,Buena,8.7,0,0,0
2744,Femenino,Ambos padres,3,,Primaria,0,,1,5.35,2.0,4,2,4,1,Conflictiva,6.1,0,1,1
2919,Masculino,Ambos padres,4,,Superior,0,,0,5.17,1.0,3,1,2,0,Buena,7.4,0,0,0
2720,Femenino,Un solo padre,1,Medio-bajo,Primaria,0,,0,2.54,4.0,5,1,2,0,Conflictiva,6.7,0,0,0
2969,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,3.35,4.0,3,3,3,0,Buena,6.3,0,1,0
3293,Femenino,Otros familiares,2,Medio-bajo,Primaria,1,19.2,1,0.83,3.0,2,3,3,0,Conflictiva,8.0,0,1,0
3348,Femenino,Ambos padres,0,Bajo,Superior,1,12.7,1,1.46,3.0,4,3,3,0,Conflictiva,5.7,0,0,0
1962,Femenino,Un solo padre,1,Medio-bajo,Secundaria,1,25.7,0,4.59,3.0,3,3,2,1,Conflictiva,7.0,0,1,1
1084,Masculino,Un solo padre,0,Medio,,1,12.6,1,2.21,3.0,4,3,4,0,Buena,8.1,0,0,0
1045,Masculino,Otros familiares,4,Bajo,Superior,1,20.6,0,2.36,2.0,5,2,4,1,Conflictiva,6.3,0,0,0
1363,Femenino,Otros familiares,2,Medio,Secundaria,1,10.2,1,1.46,3.0,3,4,4,0,Buena,6.0,0,1,0
2699,Femenino,Un solo padre,1,,Superior,1,27.4,1,2.87,2.0,3,4,3,0,Regular,8.6,0,0,1
2154,Femenino,Un solo padre,3,Alto,Primaria,0,,1,5.14,3.0,3,3,5,0,Buena,7.5,1,0,0
3078,Masculino,Ambos padres,13,Medio,Superior,1,17.1,0,1.07,5.0,3,4,2,0,Regular,6.7,0,0,0
2666,Masculino,Ambos padres,1,,Primaria,0,,0,6.55,1.0,4,2,1,0,Regular,6.1,0,0,0
1325,Masculino,Tutor,0,Bajo,Primaria,0,,0,1.02,1.0,4,1,4,1,Regular,4.9,1,0,0
1788,Masculino,Ambos padres,2,Medio,Superior,0,,1,1.39,3.0,2,3,4,0,Buena,11.1,0,0,0
1188,Masculino,Ambos padres,3,Medio,Primaria,1,14.7,1,3.53,2.0,2,3,3,0,Regular,7.8,0,0,0
2803,Masculino,Ambos padres,3,Medio,Secundaria,0,,0,2.07,4.0,2,2,5,1,Buena,5.2,0,1,0
2381,Masculino,Un solo padre,2,Medio,Primaria,1,18.8,1,2.78,2.0,4,3,2,0,Buena,7.4,0,0,1
3185,Masculino,Un solo padre,1,Medio,Primaria,1,23.6,0,4.94,3.0,2,2,3,0,Regular,5.3,1,0,1
3363,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,0.13,2.0,4,3,2,1,Regular,6.0,0,1,1
3456,Masculino,Un solo padre,4,Medio,,0,,1,0.23,3.0,3,3,3,0,Conflictiva,7.4,1,0,0
3435,Femenino,Tutor,1,Bajo,Secundaria,0,,1,0.34,2.0,5,4,2,0,Regular,8.0,0,0,0
3206,Femenino,Otros familiares,0,Medio-bajo,Secundaria,0,,1,3.24,2.0,3,3,2,0,Buena,6.5,0,1,0
3647,Femenino,Ambos padres,2,Bajo,Secundaria,1,28.8,1,5.86,2.0,2,2,3,0,Conflictiva,5.3,0,1,0
3574,Masculino,Ambos padres,3,Bajo,Superior,1,29.1,1,2.15,2.0,3,3,2,0,Regular,5.9,0,0,0
1183,Femenino,Un solo padre,0,Medio-bajo,Secundaria,1,24.9,0,0.9,1.0,3,1,3,0,Regular,6.7,0,0,1
2714,Otro,Ambos padres,2,Bajo,Secundaria,0,,1,1.53,1.0,2,1,2,0,Regular,5.7,0,0,0
3606,Femenino,Ambos padres,2,Alto,Secundaria,0,,1,1.2,4.0,4,3,1,0,,7.7,0,0,0
3756,Masculino,Ambos padres,0,Bajo,,0,,0,3.96,4.0,5,3,4,1,Conflictiva,5.7,0,1,0
3529,Masculino,Ambos padres,1,Medio-bajo,Secundaria,1,21.6,0,3.46,3.0,5,2,1,0,Regular,6.2,0,0,0
1113,Femenino,Ambos padres,1,Medio,Secundaria,1,16.8,0,1.6,3.0,2,3,4,0,Buena,5.0,0,0,0
1020,Masculino,Ambos padres,2,Medio,Superior,1,21.0,0,3.64,3.0,2,2,4,0,Buena,7.4,0,0,0
3475,Masculino,Un solo padre,3,Alto,Superior,1,14.8,1,0.51,4.0,1,2,4,0,Buena,7.8,0,1,0
1777,Femenino,Un solo padre,0,Medio,Superior,1,22.0,1,0.1,4.0,4,2,3,0,Buena,7.1,0,1,1
2896,Femenino,Un solo padre,1,,Superior,0,,1,0.19,3.0,3,3,3,0,Buena,6.9,0,1,0
1023,Femenino,Otros familiares,3,Medio-bajo,Superior,0,,1,4.8,3.0,3,1,2,1,Regular,5.0,0,1,1
2073,Femenino,Ambos padres,1,Medio,Superior,0,,0,1.85,3.0,2,3,4,1,Buena,4.8,0,0,0
1127,Femenino,Ambos padres,2,Medio,Secundaria,1,13.7,1,4.14,4.0,2,4,3,0,,6.7,0,1,0
2456,Femenino,Tutor,1,Medio,,0,,1,0.22,4.0,3,5,5,0,Regular,9.1,0,0,0
1094,Femenino,Un solo padre,2,Medio-bajo,Secundaria,0,,1,2.92,3.0,2,5,1,0,Buena,7.0,0,1,0
3166,Masculino,Ambos padres,2,Alto,Secundaria,0,,1,,4.0,2,5,5,0,Buena,6.5,0,0,0
2414,Masculino,Otros familiares,1,Bajo,Superior,1,27.1,0,0.32,3.0,4,1,1,0,Regular,7.3,0,1,0
1705,Femenino,Otros familiares,2,Medio-bajo,Superior,0,,1,0.9,3.0,2,3,4,1,Regular,6.8,0,0,0
2786,Masculino,Ambos padres,3,Medio-bajo,Superior,0,,1,2.79,3.0,3,1,5,1,Regular,4.9,0,0,1
3295,Masculino,Un solo padre,1,Medio,Secundaria,0,,1,3.28,4.0,2,5,3,0,Buena,6.6,0,0,0
2957,Otro,Tutor,1,Bajo,Secundaria,0,,0,2.71,3.0,2,2,3,0,Regular,6.5,1,1,0
2243,Femenino,Ambos padres,1,Medio,Primaria,0,,0,5.64,4.0,3,3,5,1,Buena,6.0,0,1,0
2685,Femenino,Ambos padres,2,Medio,Secundaria,0,,1,1.63,5.0,2,2,5,0,Buena,6.4,0,0,0
2429,Masculino,Otros familiares,2,Medio-bajo,Superior,1,21.2,0,0.71,3.0,4,4,3,1,Conflictiva,5.9,0,0,0
1312,Masculino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,0.1,,4,1,3,0,Conflictiva,7.7,0,0,1
3294,Femenino,Otros familiares,0,Alto,Secundaria,0,,1,3.71,3.0,2,4,4,0,Buena,7.2,0,0,0
1902,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,0.32,3.0,3,5,4,1,Buena,8.0,0,1,1
1674,Femenino,Tutor,2,Medio,Secundaria,1,23.3,0,0.6,3.0,4,4,4,1,,7.3,0,0,0
1534,Femenino,Ambos padres,2,Bajo,Superior,1,14.4,1,3.89,1.0,3,2,2,1,Conflictiva,7.5,0,0,0
3009,Femenino,Un solo padre,0,Alto,Secundaria,0,,1,9.23,5.0,2,5,4,0,Regular,6.6,0,1,0
1506,Masculino,Otros familiares,2,Medio,Primaria,0,,1,1.68,3.0,4,2,3,0,Conflictiva,5.3,0,0,1
3587,Masculino,Ambos padres,1,Medio,,1,18.8,1,4.67,3.0,2,2,3,0,Regular,9.0,0,1,0
3507,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,4.22,1.0,5,2,2,1,Regular,4.4,1,0,1
3040,Femenino,Un solo padre,3,Bajo,Secundaria,0,,0,4.01,1.0,5,2,2,0,Conflictiva,5.7,0,0,0
3152,Masculino,Un solo padre,3,Medio,Secundaria,1,24.0,0,2.75,4.0,3,2,4,1,Conflictiva,7.8,0,0,0
2035,Femenino,Ambos padres,3,Medio-bajo,Superior,0,,1,1.41,3.0,4,3,5,0,Regular,8.7,0,0,0
3389,Femenino,Un solo padre,1,Medio-bajo,Secundaria,0,,0,0.94,3.0,2,3,3,0,Conflictiva,6.7,0,0,0
1600,Otro,Ambos padres,0,Medio-bajo,Secundaria,0,,1,2.32,4.0,5,1,5,1,Regular,5.7,0,0,1
1814,Masculino,Un solo padre,3,Medio,Superior,0,,1,0.3,,3,4,2,0,Regular,6.4,0,0,0
1329,Masculino,Un solo padre,0,Medio-bajo,Superior,1,19.9,1,1.06,4.0,4,1,3,1,Buena,7.3,0,0,0
1933,Femenino,Un solo padre,3,Medio-bajo,Superior,0,,1,2.82,3.0,2,5,4,0,Regular,6.6,0,1,0
1064,Masculino,Ambos padres,0,Medio,Superior,0,,0,2.74,2.0,3,2,2,0,Regular,5.3,0,1,0
1762,Masculino,Ambos padres,1,Medio-bajo,Primaria,1,21.9,1,1.57,3.0,2,4,5,1,Regular,7.4,0,1,0
1230,Masculino,Un solo padre,2,Medio,Superior,0,,1,3.24,3.0,3,2,2,0,Buena,5.7,0,0,0
3174,Masculino,Ambos padres,1,Medio,Secundaria,1,22.4,1,6.13,4.0,3,4,3,0,Buena,7.0,0,0,0
3465,Masculino,Ambos padres,1,Medio-bajo,Primaria,1,24.5,1,3.35,,2,3,3,0,Buena,5.9,0,0,0
3271,Femenino,Tutor,1,Medio,Sin estudios,1,21.1,1,1.7,4.0,2,2,2,0,Regular,7.8,0,0,0
2572,Masculino,Ambos padres,1,Medio,Sin estudios,0,,1,0.41,3.0,4,3,4,1,Regular,8.4,0,0,0
1647,Femenino,Ambos padres,2,Alto,Primaria,0,,1,2.04,4.0,2,4,3,1,Buena,8.7,0,0,0
2574,Femenino,Ambos padres,1,Bajo,Primaria,0,,0,1.49,3.0,5,1,2,1,Regular,4.3,0,0,1
2772,Masculino,Ambos padres,1,Bajo,Secundaria,0,,1,11.77,3.0,4,1,2,1,Conflictiva,7.9,0,0,1
2504,Masculino,Ambos padres,3,Medio,Secundaria,0,,1,0.86,2.0,2,4,2,0,Buena,6.0,0,1,0
3241,Masculino,Otros familiares,0,Medio,Sin estudios,0,,1,1.81,3.0,2,4,4,0,Buena,7.9,0,1,0
2763,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,0.13,3.0,3,3,3,0,Buena,6.6,0,0,0
2948,Femenino,Ambos padres,5,Bajo,Secundaria,1,23.7,1,0.28,2.0,5,2,2,0,Conflictiva,6.9,0,0,0
1508,Masculino,Un solo padre,1,Bajo,Superior,0,,0,2.0,4.0,4,1,3,1,Regular,6.2,0,0,0
1482,Masculino,Tutor,0,Alto,Secundaria,0,,1,0.32,4.0,2,4,4,0,Buena,8.6,0,1,0
2146,Masculino,Ambos padres,1,Medio,Secundaria,1,19.6,1,0.69,4.0,2,1,5,0,Buena,7.8,0,0,0
1286,Femenino,Ambos padres,0,Medio-bajo,Primaria,1,32.5,1,5.18,4.0,5,2,4,1,Regular,6.1,0,0,1
2850,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,5.4,3.0,4,3,1,0,Regular,6.9,0,0,0
1839,Femenino,Ambos padres,3,Medio,Primaria,0,,1,1.33,3.0,4,3,4,1,Regular,5.7,0,0,0
2160,Masculino,Ambos padres,0,Medio,Superior,1,17.4,0,0.26,2.0,2,2,4,0,Regular,8.4,0,1,1
