id_estudiante,edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target
2895,16.0,5,17.43,16.69,14.89,16.31,1,90.3,2,4,Estable,Alta,77.5,0,5.3,Continua_estudiando
2958,13.0,1,16.36,18.31,11.1,15.09,2,100.0,6,2,Mejorando,Media,84.7,0,8.8,Continua_estudiando
3249,12.0,1,14.04,15.87,15.17,15.35,0,84.0,4,4,Mejorando,Alta,83.4,0,11.6,Continua_estudiando
2203,16.0,5,9.28,6.04,10.01,7.81,2,59.6,7,8,Empeorando,Media,53.5,0,2.6,Suspendido
2183,17.0,5,14.81,16.42,18.79,16.68,0,77.1,1,0,,Alta,76.5,0,10.9,Continua_estudiando
3215,13.0,2,10.33,11.72,5.57,8.27,2,76.7,5,11,Empeorando,Baja,47.5,1,8.5,Suspendido
3706,14.0,3,11.87,11.73,8.76,10.92,7,63.2,11,14,Estable,Media,70.4,0,15.2,Necesita_reforzamiento
1974,13.0,1,12.07,10.11,10.09,11.69,2,58.4,6,4,Estable,Media,49.2,1,3.0,Suspendido
1915,16.0,4,5.7,8.24,9.48,6.72,8,73.0,7,12,Empeorando,Baja,32.9,0,0.0,Suspendido
2807,13.0,1,12.49,13.25,14.08,14.29,1,89.5,3,1,Estable,Alta,88.3,0,4.1,Continua_estudiando
3135,14.0,3,10.01,9.34,10.97,9.28,0,70.2,6,6,Estable,Baja,,0,5.6,Necesita_reforzamiento
2581,14.0,2,8.64,9.66,10.3,10.28,0,84.6,9,16,Empeorando,Baja,60.2,1,2.1,Suspendido
2206,13.0,1,17.76,18.13,20.0,18.31,0,95.1,57,0,Mejorando,Alta,87.0,0,9.4,Continua_estudiando
3871,16.0,4,11.25,14.87,10.61,12.54,3,79.7,8,8,Empeorando,Media,44.7,0,7.4,Necesita_reforzamiento
3497,17.0,5,4.59,8.46,6.73,7.15,3,68.4,6,9,Empeorando,Baja,,0,6.2,Necesita_reforzamiento
3168,12.0,1,19.52,10.38,10.92,13.42,2,76.1,6,1,Mejorando,Baja,69.1,0,7.1,Necesita_reforzamiento
1262,13.0,2,7.93,8.36,6.87,7.2,2,68.3,8,12,Empeorando,Media,60.2,1,5.3,Suspendido
3218,12.0,1,2.93,8.39,6.34,6.18,2,57.2,7,11,Empeorando,Baja,25.2,0,9.9,Suspendido
1691,16.0,4,12.0,12.76,15.11,14.39,4,88.4,8,2,Estable,Media,70.3,0,16.5,Continua_estudiando
3725,13.0,1,19.18,20.0,16.18,18.98,1,,3,2,Estable,Media,100.0,0,11.6,Continua_estudiando
1157,16.0,5,19.18,15.71,15.14,17.09,1,89.1,2,5,Mejorando,Media,55.4,0,7.7,Continua_estudiando
3588,17.0,5,11.88,12.69,10.49,11.85,0,84.1,1,1,Mejorando,Media,,0,11.2,Continua_estudiando
3372,16.0,5,10.39,12.06,11.48,12.09,0,70.0,3,3,Estable,Media,94.1,0,,Continua_estudiando
3237,13.0,2,10.03,9.53,11.56,10.62,1,70.9,5,9,Mejorando,Alta,55.8,0,6.6,Continua_estudiando
3813,12.0,1,7.72,8.71,10.09,8.9,3,63.3,7,11,Estable,Baja,55.9,0,9.4,Necesita_reforzamiento
3924,17.0,5,7.83,13.97,7.24,9.13,1,82.0,6,7,Estable,Baja,35.0,0,5.6,Necesita_reforzamiento
2101,16.0,5,15.84,16.67,13.88,15.62,3,93.0,1,3,Estable,Media,57.9,1,,Continua_estudiando
3150,14.0,3,15.01,17.82,11.68,15.21,1,87.4,2,3,Estable,Alta,79.5,0,9.2,Continua_estudiando
3571,16.0,4,18.21,19.67,16.36,19.33,1,90.9,0,2,Mejorando,Alta,97.3,0,9.4,Continua_estudiando
2170,13.0,2,12.95,20.0,17.05,17.07,0,100.0,1,1,Mejorando,Alta,82.5,0,8.0,Continua_estudiando
2749,17.0,5,12.48,8.47,6.41,8.88,1,65.7,4,8,Estable,Media,56.3,0,8.0,Necesita_reforzamiento
1926,14.0,3,18.17,14.37,13.61,15.03,1,100.0,2,2,Mejorando,Alta,79.3,0,9.4,Continua_estudiando
2891,14.0,3,18.36,17.75,18.3,18.36,0,100.0,0,2,Estable,Alta,90.3,0,13.0,Continua_estudiando
1088,13.0,1,15.76,13.13,12.24,14.76,1,91.7,3,3,Mejorando,Media,88.4,0,11.6,Necesita_reforzamiento
1179,17.0,5,6.24,3.35,7.0,5.27,4,68.5,8,6,Empeorando,Media,17.1,0,2.0,Suspendido
3082,14.0,2,14.81,11.38,16.1,14.23,2,75.6,4,5,Estable,Alta,63.7,0,7.1,Continua_estudiando
2665,17.0,5,10.01,8.03,9.21,9.2,4,55.9,11,10,Empeorando,Baja,30.2,0,5.8,Suspendido
3723,15.0,3,19.38,15.44,15.24,17.45,0,84.3,4,2,Mejorando,Alta,96.1,0,4.4,Continua_estudiando
2399,15.0,3,14.62,13.04,16.67,15.18,2,87.5,7,4,Estable,Media,55.5,0,11.5,Necesita_reforzamiento
2283,14.0,3,9.37,7.38,8.25,8.63,0,62.7,5,7,Estable,Media,41.7,0,3.2,Necesita_reforzamiento
2977,14.0,2,15.29,6.35,9.52,10.71,1,85.2,6,9,Empeorando,Media,52.9,0,4.9,Necesita_reforzamiento
1131,16.0,4,11.19,14.97,15.28,13.98,1,100.0,3,1,Estable,Media,89.0,0,15.4,Continua_estudiando
2592,15.0,3,14.35,15.17,14.07,14.5,2,67.3,6,4,Mejorando,Media,81.7,0,11.5,Continua_estudiando
2200,13.0,1,12.49,10.17,10.97,10.77,0,70.6,9,7,Empeorando,Baja,94.4,0,8.7,Necesita_reforzamiento
1804,15.0,3,15.03,11.66,14.03,13.04,4,85.2,5,3,Estable,Baja,96.4,0,0.0,Necesita_reforzamiento
1514,14.0,3,16.99,15.78,16.65,15.91,1,86.1,2,2,Estable,Alta,100.0,0,9.5,Continua_estudiando
2663,16.0,5,10.09,11.17,4.75,8.78,0,67.7,7,5,Empeorando,Baja,63.9,0,5.2,Necesita_reforzamiento
2940,17.0,5,14.84,17.32,20.0,17.61,0,93.0,2,0,Mejorando,Alta,87.2,0,8.0,Continua_estudiando
3214,16.0,4,11.26,4.55,6.58,6.8,0,68.3,5,6,Empeorando,Media,34.6,1,8.3,Necesita_reforzamiento
2617,16.0,4,16.78,17.88,14.79,16.8,1,92.3,0,0,Mejorando,Alta,100.0,0,6.2,Continua_estudiando
1162,15.0,3,4.19,13.06,3.29,6.43,6,54.0,6,5,Empeorando,Baja,20.7,1,14.5,Suspendido
1021,14.0,3,15.53,16.49,14.4,16.09,1,86.8,1,2,Mejorando,Alta,,0,12.1,Necesita_reforzamiento
1156,13.0,2,11.59,11.07,10.86,11.34,7,67.6,6,8,Mejorando,Media,64.6,0,7.7,Necesita_reforzamiento
1994,15.0,4,14.71,14.05,15.76,15.48,2,85.7,2,1,Mejorando,Baja,81.3,1,15.7,Continua_estudiando
1249,13.0,1,20.0,18.71,19.81,19.08,0,100.0,4,0,Mejorando,Alta,100.0,0,10.3,Continua_estudiando
3721,17.0,5,5.98,9.07,13.05,9.15,0,74.7,5,11,Estable,Baja,71.4,1,7.9,Necesita_reforzamiento
3886,14.0,2,15.16,13.23,17.78,15.1,2,99.1,0,0,Estable,Alta,68.0,0,10.9,Continua_estudiando
3655,16.0,4,9.97,15.38,11.64,11.24,2,70.2,8,6,Estable,Baja,46.9,0,4.1,Necesita_reforzamiento
2752,16.0,5,14.46,15.52,15.64,15.04,0,83.3,0,0,Estable,Media,100.0,0,9.9,Continua_estudiando
2516,17.0,5,11.68,7.6,12.89,10.73,0,84.8,2,8,Estable,Baja,74.0,0,5.5,Continua_estudiando
1169,13.0,1,18.45,11.33,19.53,16.27,1,85.3,4,1,Mejorando,Media,93.7,0,12.5,Continua_estudiando
3557,12.0,1,20.0,17.35,17.39,18.27,0,88.8,2,1,Estable,Alta,85.1,0,8.9,Continua_estudiando
1769,17.0,5,18.53,18.17,16.29,18.4,0,85.3,0,0,Mejorando,Media,97.5,0,12.6,Continua_estudiando
3695,15.0,4,18.89,13.85,16.14,15.53,0,95.2,4,0,Mejorando,Alta,72.8,0,10.7,Suspendido
3661,13.0,1,10.24,9.98,4.96,7.9,4,78.0,7,15,Empeorando,Media,45.0,0,6.9,Suspendido
1561,13.0,2,13.27,12.52,15.78,13.47,0,79.5,6,2,Mejorando,Media,87.2,0,9.0,Continua_estudiando
2736,14.0,3,5.23,10.82,5.23,7.14,0,63.3,8,11,Estable,Baja,29.5,0,8.4,Necesita_reforzamiento
1968,14.0,2,13.97,16.17,12.61,14.34,1,91.3,8,2,Mejorando,Alta,67.8,0,8.4,Continua_estudiando
3840,16.0,4,11.75,11.77,16.37,13.36,2,84.1,3,0,Mejorando,Media,68.1,0,6.7,Continua_estudiando
3265,17.0,5,9.36,12.03,14.19,11.27,2,84.0,0,6,Mejorando,Media,69.6,0,7.2,Necesita_reforzamiento
1767,12.0,1,18.23,15.59,20.0,18.21,0,91.7,2,0,Mejorando,Alta,80.7,0,12.0,Continua_estudiando
2583,15.0,4,11.47,10.32,11.67,11.03,2,89.0,4,5,Estable,Baja,76.7,1,11.0,Necesita_reforzamiento
3286,14.0,2,16.69,5.95,16.92,13.35,0,88.5,5,5,Mejorando,Media,68.2,0,10.8,Continua_estudiando
2989,12.0,1,3.06,7.3,7.41,5.6,1,62.5,5,13,,Baja,40.3,0,9.9,Suspendido
3726,13.0,2,13.98,13.48,12.65,12.7,0,83.2,0,9,Estable,Alta,38.1,0,2.2,Necesita_reforzamiento
1436,16.0,5,12.7,20.0,16.73,16.42,3,87.1,2,2,Mejorando,Alta,,0,11.5,Continua_estudiando
1612,16.0,5,10.91,11.52,12.07,10.66,3,83.2,6,2,Mejorando,Media,58.9,0,4.2,Necesita_reforzamiento
3524,15.0,3,13.67,14.39,14.73,14.8,0,85.1,3,2,Estable,Media,87.8,0,15.4,Necesita_reforzamiento
1628,14.0,2,14.58,14.96,11.53,14.08,0,75.3,5,3,Mejorando,Media,76.4,0,13.3,Continua_estudiando
3915,15.0,4,12.13,4.67,6.78,7.65,6,61.8,7,7,Empeorando,Baja,42.4,0,,Necesita_reforzamiento
1585,14.0,2,9.06,5.73,8.53,7.66,3,60.4,9,14,Empeorando,Media,54.2,0,6.3,Suspendido
2450,15.0,3,12.64,10.06,15.78,13.57,2,98.6,2,2,Mejorando,Media,68.7,0,5.3,Continua_estudiando
2193,15.0,4,5.93,7.41,7.02,6.56,3,,9,8,Empeorando,Baja,48.4,0,7.5,Suspendido
2784,13.0,1,9.85,14.9,11.65,12.89,3,84.1,4,6,Estable,Media,84.0,0,7.0,Continua_estudiando
2453,14.0,2,10.16,5.24,8.41,8.12,3,71.6,12,11,Empeorando,Media,66.7,0,6.9,Suspendido
1308,14.0,3,8.13,7.02,9.28,7.8,2,68.3,2,2,Empeorando,Baja,44.4,0,7.4,Necesita_reforzamiento
2718,16.0,4,16.94,13.71,15.62,15.86,2,89.5,6,6,Estable,Media,91.2,0,8.6,Necesita_reforzamiento
1755,14.0,3,9.25,12.1,13.2,11.98,4,71.4,6,13,Empeorando,Baja,38.8,0,9.2,Necesita_reforzamiento
2351,14.0,3,12.29,14.89,9.92,12.39,1,83.0,4,3,Estable,Baja,67.1,0,5.0,Necesita_reforzamiento
1062,17.0,5,11.07,11.58,11.48,10.92,3,73.9,4,7,Empeorando,Baja,57.2,0,12.5,Necesita_reforzamiento
3953,15.0,4,9.91,15.65,11.13,12.3,3,80.9,3,2,,Media,98.8,0,11.9,Continua_estudiando
2147,13.0,1,13.32,8.99,13.92,12.75,1,82.6,10,6,Estable,Media,79.5,0,15.1,Necesita_reforzamiento
3421,13.0,2,19.65,20.0,18.04,18.54,0,80.0,8,2,Estable,Alta,67.8,0,12.2,Continua_estudiando
3226,12.0,1,15.79,11.34,15.12,14.89,0,93.8,2,3,Estable,Media,,0,10.1,Continua_estudiando
2422,14.0,3,14.48,15.67,13.83,14.99,0,83.2,6,5,Empeorando,Media,75.4,0,12.4,Necesita_reforzamiento
1055,13.0,2,9.96,8.69,12.8,11.02,4,64.1,9,5,Empeorando,Baja,64.3,1,,Necesita_reforzamiento
2636,14.0,2,9.61,12.8,13.76,11.71,1,72.1,2,5,Estable,Baja,44.0,0,,Necesita_reforzamiento
2440,14.0,3,11.83,10.43,8.78,10.0,1,74.6,4,1,Empeorando,Baja,54.5,0,8.6,Suspendido
2929,12.0,1,19.18,15.91,11.14,15.17,1,82.1,2,3,Mejorando,Alta,93.9,0,17.3,Continua_estudiando
1177,13.0,2,9.98,13.66,8.93,10.75,1,80.4,5,3,Empeorando,Media,84.3,0,,Necesita_reforzamiento
3299,15.0,4,14.17,17.65,19.54,17.61,0,87.3,3,0,Estable,Media,98.1,0,13.0,Continua_estudiando
2974,14.0,2,12.42,12.85,10.44,12.2,1,90.0,3,3,Estable,Alta,80.7,0,9.3,Continua_estudiando
2790,15.0,4,19.18,15.63,12.67,15.89,1,88.2,2,0,Mejorando,Media,90.6,0,13.5,Continua_estudiando
1316,13.0,2,12.9,10.34,17.01,13.53,0,83.1,7,5,Mejorando,Media,55.5,0,7.2,Continua_estudiando
2322,13.0,1,9.82,14.49,11.94,11.67,3,84.2,4,5,Empeorando,Alta,,0,6.3,Necesita_reforzamiento
3193,13.0,1,5.1,8.46,6.76,5.98,2,65.6,8,8,,Baja,59.8,1,3.8,Necesita_reforzamiento
1854,14.0,3,8.52,7.18,10.71,7.67,1,66.9,5,10,Estable,Baja,45.8,0,3.9,Suspendido
2392,14.0,3,14.48,7.25,8.88,9.64,0,67.5,5,9,Empeorando,Media,63.3,0,6.3,Suspendido
3733,16.0,5,14.01,12.53,12.03,13.2,3,76.0,6,1,Mejorando,Media,56.7,0,8.1,Necesita_reforzamiento
1384,16.0,5,19.77,9.78,,13.77,2,68.3,4,6,Empeorando,Media,54.5,0,10.1,Necesita_reforzamiento
1859,12.0,1,11.47,12.98,11.51,11.87,2,83.6,4,7,Estable,Media,82.7,1,8.0,Continua_estudiando
3649,16.0,5,10.27,8.7,11.4,10.45,1,73.6,7,4,Estable,Baja,62.3,0,3.2,Necesita_reforzamiento
3586,16.0,5,7.78,8.32,8.68,7.34,3,78.0,9,9,,Baja,,1,,Necesita_reforzamiento
1798,13.0,1,15.62,20.0,20.0,17.98,0,98.7,1,1,Mejorando,Media,83.1,0,14.6,Continua_estudiando
3360,12.0,1,15.77,20.0,14.47,16.84,2,84.5,1,4,Mejorando,Media,69.3,0,5.3,Continua_estudiando
2677,12.0,1,11.9,8.09,11.4,10.83,2,91.7,10,4,Empeorando,Media,54.6,0,0.5,Necesita_reforzamiento
1534,16.0,5,8.9,9.17,3.98,6.87,2,85.8,5,4,Estable,Baja,43.6,0,9.0,Necesita_reforzamiento
3941,14.0,3,8.29,4.78,6.28,7.06,4,58.0,11,6,Empeorando,Baja,40.4,0,7.5,Suspendido
3798,13.0,2,20.0,15.63,20.0,17.98,0,92.3,1,0,Mejorando,Alta,99.2,0,15.7,Continua_estudiando
2180,16.0,4,12.68,14.8,15.42,14.67,1,85.9,3,0,Mejorando,Alta,81.9,0,5.7,Continua_estudiando
3259,16.0,5,14.81,15.8,14.8,16.1,3,83.4,2,4,Estable,Media,80.7,0,7.9,Continua_estudiando
1207,17.0,5,13.28,10.6,14.57,13.21,1,72.0,7,5,Estable,Media,62.7,1,6.7,Continua_estudiando
1497,16.0,4,17.37,3.9,9.64,9.94,6,74.1,5,5,Empeorando,Baja,69.3,0,6.2,Necesita_reforzamiento
3014,16.0,4,5.96,12.45,10.31,9.84,1,62.5,10,9,Estable,Baja,66.9,0,2.0,Necesita_reforzamiento
3271,16.0,5,10.09,11.21,8.61,10.32,1,79.0,4,2,Estable,Baja,77.6,0,5.2,Necesita_reforzamiento
2754,12.0,1,10.84,13.12,11.26,12.04,0,75.2,4,6,Empeorando,Media,56.3,0,1.4,Suspendido
2366,15.0,3,8.58,9.34,7.3,8.96,0,71.7,9,9,Estable,Baja,46.2,0,5.0,Necesita_reforzamiento
2789,15.0,4,11.51,6.97,12.08,11.51,5,67.9,7,12,Empeorando,Media,72.4,0,1.8,Suspendido
3197,16.0,5,20.0,18.69,14.58,17.87,0,,4,4,Mejorando,Media,72.2,0,14.3,Continua_estudiando
1521,13.0,2,7.16,9.46,7.83,7.5,3,61.6,11,9,Estable,Baja,42.0,0,3.7,Suspendido
1509,14.0,3,13.51,9.0,15.31,12.29,2,64.6,7,3,Empeorando,Media,56.2,1,9.9,Necesita_reforzamiento
1786,16.0,5,18.83,11.93,11.36,12.64,2,89.8,4,5,Estable,Alta,80.4,1,7.6,Continua_estudiando
1492,14.0,2,3.22,7.3,4.95,5.33,5,53.5,8,13,Estable,Baja,57.1,0,3.6,Necesita_reforzamiento
2676,15.0,4,6.61,10.7,12.94,10.68,1,63.3,5,5,Empeorando,Baja,61.3,0,3.9,Suspendido
1008,16.0,5,9.82,13.49,5.98,10.41,2,65.9,10,5,Estable,Baja,48.1,1,4.1,Necesita_reforzamiento
3820,16.0,4,4.55,6.82,7.85,6.03,1,63.5,8,12,Empeorando,Baja,30.2,1,6.5,Suspendido
1869,15.0,4,16.61,19.66,19.14,17.6,0,87.1,4,2,Mejorando,Media,86.8,0,,Continua_estudiando
3628,13.0,2,11.42,7.49,11.81,9.03,0,80.2,7,2,Estable,Baja,43.1,1,4.6,Continua_estudiando
3985,13.0,1,18.35,15.32,19.17,17.41,1,84.7,1,0,Mejorando,Alta,73.7,0,16.4,Continua_estudiando
2195,14.0,3,9.21,6.18,4.35,5.73,2,47.0,6,9,Empeorando,Baja,50.1,1,9.4,Suspendido
1745,13.0,1,6.98,10.55,7.69,8.06,3,66.6,8,8,Empeorando,Baja,58.4,1,1.5,Necesita_reforzamiento
1642,16.0,4,8.45,5.22,8.67,7.42,2,63.8,5,8,Empeorando,Media,65.8,1,6.0,Suspendido
3604,17.0,5,10.71,17.87,,14.17,1,71.3,3,0,Mejorando,Alta,77.4,0,5.1,Necesita_reforzamiento
1269,14.0,3,10.95,13.14,16.97,13.72,3,79.1,5,6,Estable,Alta,99.6,1,10.1,Continua_estudiando
2439,13.0,1,7.97,6.29,4.01,5.73,4,64.6,6,3,Estable,Baja,48.5,1,5.8,Suspendido
2944,14.0,2,14.3,16.02,16.5,15.59,2,93.1,47,1,Mejorando,Media,76.4,0,8.0,Continua_estudiando
1638,15.0,4,14.66,11.54,12.44,12.99,4,70.0,9,4,Empeorando,Baja,71.2,0,6.5,Necesita_reforzamiento
2155,15.0,3,13.88,12.44,15.22,13.54,1,88.0,9,2,Mejorando,Alta,71.2,0,16.0,Necesita_reforzamiento
1498,15.0,3,12.63,15.91,17.21,15.37,3,90.6,2,9,Mejorando,Baja,99.5,0,13.5,Necesita_reforzamiento
1455,16.0,4,18.49,15.59,15.57,16.37,0,100.0,7,1,Mejorando,Alta,79.4,0,14.6,Continua_estudiando
2054,14.0,2,20.0,15.55,17.33,17.57,1,82.3,1,0,Mejorando,Alta,98.4,0,,Continua_estudiando
2021,15.0,3,7.1,6.94,5.91,6.85,5,64.6,7,10,Empeorando,Baja,37.7,0,4.5,Suspendido
1705,12.0,1,15.5,13.8,14.71,14.87,2,89.1,12,6,Estable,Media,70.5,1,10.5,Continua_estudiando
3697,13.0,1,5.4,1.5,7.1,4.61,6,64.1,4,9,Estable,Media,53.8,1,2.1,Suspendido
3319,14.0,3,8.15,7.15,5.03,6.88,6,68.8,6,9,Empeorando,Media,36.3,1,6.9,Necesita_reforzamiento
1692,14.0,3,7.56,8.18,8.6,8.44,2,69.0,6,5,Empeorando,Baja,62.3,0,5.7,Suspendido
2335,15.0,4,4.32,3.31,8.65,5.56,9,61.7,10,7,Empeorando,Baja,,0,7.4,Suspendido
2173,13.0,2,11.77,13.56,12.8,12.89,2,93.8,3,2,Mejorando,Baja,95.1,0,10.9,Continua_estudiando
1500,12.0,1,8.01,13.42,13.59,12.61,2,88.5,9,6,Estable,Media,55.5,1,11.0,Necesita_reforzamiento
3808,17.0,5,13.54,13.83,8.1,11.93,2,73.5,8,5,Empeorando,Media,84.5,0,3.6,Necesita_reforzamiento
1885,15.0,4,14.62,13.82,17.34,14.98,0,77.4,3,2,Estable,Media,98.2,0,11.1,Continua_estudiando
2573,13.0,2,6.12,9.43,7.08,8.42,3,81.8,7,14,Empeorando,Baja,36.7,1,5.1,Necesita_reforzamiento
1690,14.0,2,14.46,15.8,13.69,13.91,4,78.9,2,3,Empeorando,Media,66.5,0,7.8,Necesita_reforzamiento
2460,15.0,4,14.57,12.85,16.5,15.19,0,100.0,1,3,Estable,Alta,92.6,0,13.5,Continua_estudiando
2003,17.0,5,16.25,15.1,14.03,15.02,1,88.9,3,2,Estable,Alta,65.0,0,14.5,Continua_estudiando
3579,13.0,1,12.44,16.83,12.78,14.32,2,63.8,1,1,Mejorando,Alta,95.3,0,10.8,Continua_estudiando
3594,14.0,3,12.48,15.1,17.89,15.28,1,89.5,7,5,Estable,Alta,79.9,0,11.9,Continua_estudiando
3982,12.0,1,11.04,13.98,14.22,13.56,0,86.0,1,3,Mejorando,Alta,,0,12.0,Continua_estudiando
1430,16.0,4,8.29,3.12,8.68,6.39,1,73.2,8,12,Empeorando,Media,50.4,0,7.6,Suspendido
1576,12.0,1,6.83,11.63,7.88,8.39,1,71.3,6,5,Mejorando,Media,46.4,0,7.1,Necesita_reforzamiento
3353,14.0,2,12.61,15.55,15.99,14.9,3,94.0,1,4,Mejorando,Media,,0,11.4,Continua_estudiando
2602,13.0,1,16.34,15.94,17.05,16.19,0,83.9,3,3,Mejorando,Alta,90.0,0,7.1,Continua_estudiando
1871,13.0,1,17.92,15.73,9.77,15.55,3,93.7,8,4,Estable,Alta,57.8,0,6.5,Necesita_reforzamiento
2619,15.0,4,6.6,12.25,4.7,7.46,2,56.5,10,8,Empeorando,Media,53.4,0,7.7,Suspendido
2303,13.0,2,10.42,10.06,9.26,10.52,2,78.8,5,5,Estable,Media,51.4,0,11.5,Necesita_reforzamiento
2014,15.0,4,9.77,6.49,0.65,5.59,7,68.4,12,11,Empeorando,Baja,47.5,0,4.5,Suspendido
2616,16.0,5,16.11,16.82,15.8,15.62,1,83.6,1,2,Mejorando,Alta,99.1,0,13.4,Continua_estudiando
3345,16.0,5,13.0,12.7,12.15,11.97,1,75.5,3,6,Estable,Media,67.5,0,8.9,Necesita_reforzamiento
1310,17.0,5,15.72,15.79,14.88,14.81,1,85.4,5,1,Estable,Media,63.4,0,11.2,Continua_estudiando
2559,13.0,1,10.24,15.04,12.58,13.2,0,91.5,5,3,Estable,Media,92.2,0,9.9,Necesita_reforzamiento
3117,12.0,1,13.31,14.41,13.26,13.45,3,86.1,4,4,Empeorando,Media,71.8,1,10.7,Continua_estudiando
2916,13.0,1,18.18,14.94,17.59,17.12,1,87.8,0,2,Estable,Alta,82.6,0,14.4,Continua_estudiando
2911,15.0,4,16.42,12.4,18.53,16.2,0,95.9,1,0,Mejorando,Alta,100.0,0,11.6,Continua_estudiando
3478,14.0,2,14.45,15.22,16.07,15.09,2,79.2,6,2,Mejorando,Media,64.5,0,11.1,Continua_estudiando
3151,13.0,1,11.87,13.88,5.57,9.91,2,71.1,6,5,Estable,Media,37.8,0,9.4,Necesita_reforzamiento
1507,13.0,1,11.48,13.47,11.72,12.0,5,72.9,2,2,Mejorando,Baja,60.9,0,8.8,Continua_estudiando
3399,13.0,2,14.55,17.61,14.38,14.29,0,82.7,6,2,Mejorando,Alta,92.7,0,11.6,Continua_estudiando
2218,13.0,2,12.44,16.88,10.4,14.01,1,75.3,0,3,Mejorando,Baja,100.0,0,6.2,Necesita_reforzamiento
3491,15.0,4,9.64,8.87,7.51,8.36,4,60.9,8,11,Empeorando,Baja,44.1,1,0.0,Suspendido
3282,15.0,4,14.89,10.11,16.9,13.59,1,85.6,5,0,Estable,Alta,90.4,1,14.3,Continua_estudiando
1564,16.0,5,6.35,9.02,13.34,9.11,2,55.4,6,6,Empeorando,Baja,76.4,0,7.0,Necesita_reforzamiento
3762,16.0,4,6.05,11.95,1.83,6.47,4,65.0,11,9,Empeorando,Baja,48.5,0,0.0,Suspendido
2006,17.0,5,16.06,20.0,12.37,16.3,1,88.9,4,3,Estable,Alta,83.0,0,8.9,Continua_estudiando
3425,13.0,2,12.66,8.56,1.7,7.73,7,61.3,6,7,Empeorando,Baja,34.0,0,7.5,Suspendido
1356,14.0,2,12.05,14.8,13.03,13.3,0,82.5,4,3,,Baja,69.8,0,8.0,Necesita_reforzamiento
2122,13.0,1,15.33,15.01,11.0,13.49,0,92.8,1,3,Mejorando,Media,87.2,0,11.4,Continua_estudiando
1637,14.0,2,6.82,12.59,10.94,9.73,3,46.7,7,7,Empeorando,Baja,50.4,0,7.0,Necesita_reforzamiento
3870,15.0,4,20.0,12.34,14.15,15.5,2,85.7,7,2,Estable,Media,85.3,1,4.2,Continua_estudiando
3100,16.0,5,15.48,12.58,12.63,13.74,2,70.7,4,1,Mejorando,Media,51.9,0,10.1,Continua_estudiando
3435,16.0,4,10.13,5.89,16.03,10.04,3,77.0,5,7,Empeorando,Baja,,0,0.0,Necesita_reforzamiento
2610,12.0,1,13.92,12.61,19.12,15.64,1,93.8,2,3,Mejorando,Alta,58.8,0,16.1,Necesita_reforzamiento
3907,17.0,5,8.84,8.98,8.72,8.51,0,66.4,6,10,Estable,Baja,60.6,0,13.0,Suspendido
2692,16.0,4,4.62,8.24,,5.83,6,50.2,11,9,Empeorando,Baja,59.0,0,4.3,Suspendido
3064,15.0,3,16.63,13.26,17.63,16.22,0,82.2,4,1,Estable,Media,71.8,0,12.8,Continua_estudiando
3851,14.0,3,14.9,13.78,17.01,15.59,0,85.8,3,3,Mejorando,Alta,79.3,0,12.4,Continua_estudiando
1719,15.0,4,12.37,12.08,9.97,11.09,2,74.1,4,5,Empeorando,Media,64.2,0,5.2,Necesita_reforzamiento
3187,14.0,3,7.04,4.03,6.57,6.58,2,68.8,6,5,Empeorando,Baja,31.4,0,7.9,Suspendido
2355,15.0,3,13.96,5.26,,9.05,0,71.9,11,5,Estable,Baja,,0,3.5,Suspendido
2216,16.0,5,11.06,10.94,15.14,11.75,3,77.8,7,7,Estable,Baja,61.3,1,9.5,Necesita_reforzamiento
2714,15.0,3,8.19,5.62,12.12,8.5,5,56.5,10,4,Empeorando,Baja,51.4,1,0.5,Suspendido
2817,16.0,5,14.56,10.32,16.73,13.92,1,83.5,2,4,Estable,Alta,,0,6.7,Necesita_reforzamiento
3138,16.0,5,13.94,12.71,14.77,13.51,2,80.9,3,6,Estable,Baja,,0,13.3,Necesita_reforzamiento
3406,16.0,4,17.28,14.35,19.34,16.53,0,93.7,4,2,Mejorando,Alta,66.2,0,9.0,Continua_estudiando
2423,15.0,4,11.98,13.68,12.58,13.3,4,75.4,3,5,Empeorando,Alta,66.4,0,16.5,Necesita_reforzamiento
3530,14.0,3,13.55,10.65,13.47,12.99,1,,4,4,Estable,Media,73.3,0,10.8,Necesita_reforzamiento
2115,15.0,4,5.62,9.32,9.72,8.2,4,53.9,2,8,Empeorando,Media,70.0,0,,Suspendido
1410,16.0,4,8.76,6.53,8.89,8.13,3,69.3,11,14,,Baja,49.2,0,5.8,Suspendido
1584,13.0,2,12.58,11.62,11.58,11.84,1,85.6,0,3,Estable,Alta,86.0,0,13.8,Continua_estudiando
2845,16.0,5,18.4,14.62,18.62,16.23,1,86.4,0,0,Estable,Media,100.0,0,13.4,Continua_estudiando
1530,17.0,5,18.3,15.72,16.62,16.75,0,78.4,3,0,Mejorando,Alta,78.6,0,11.5,Continua_estudiando
